,teamname,league,year,gameid,side,champion,ban1,ban2,ban3,ban4,ban5,pick1,pick2,pick3,pick4,pick5,result,goldat10,xpat10,csat10,opp_goldat10,opp_xpat10,opp_csat10,golddiffat10,xpdiffat10,csdiffat10,killsat10,assistsat10,deathsat10,opp_killsat10,opp_assistsat10,opp_deathsat10,goldat15,xpat15,csat15,opp_goldat15,opp_xpat15,opp_csat15,golddiffat15,xpdiffat15,csdiffat15,killsat15,assistsat15,deathsat15,opp_killsat15,opp_assistsat15,opp_deathsat15,goldat20,xpat20,csat20,opp_goldat20,opp_xpat20,opp_csat20,golddiffat20,xpdiffat20,csdiffat20,killsat20,assistsat20,deathsat20,opp_killsat20,opp_assistsat20,opp_deathsat20,goldat25,xpat25,csat25,opp_goldat25,opp_xpat25,opp_csat25,golddiffat25,xpdiffat25,csdiffat25,killsat25,assistsat25,deathsat25,opp_killsat25,opp_assistsat25,opp_deathsat25
1206,Forsaken,RL,2025,LOLTMNT02_218056,Blue,Rumble,K'Sante,Aurora,Maokai,Braum,Azir,Rumble,Nocturne,Orianna,Jhin,Rakan,0,3411.0,4914.0,91.0,2784.0,4348.0,59.0,627.0,566.0,32.0,0.0,0.0,0.0,0.0,1.0,0.0,5495.0,8449.0,143.0,4207.0,6721.0,103.0,1288.0,1728.0,40.0,1.0,0.0,0.0,0.0,1.0,1.0,7751.0,11247.0,190.0,6037.0,9370.0,144.0,1714.0,1877.0,46.0,1.0,0.0,0.0,0.0,2.0,1.0,9468.0,13757.0,224.0,7708.0,11631.0,180.0,1760.0,2126.0,44.0,1.0,2.0,0.0,1.0,2.0,2.0
1207,LODIS,RL,2025,LOLTMNT02_218056,Red,Sion,Kalista,Zyra,Mel,Kai'Sa,Miss Fortune,Sion,Wukong,Galio,Ashe,Lulu,1,2784.0,4348.0,59.0,3411.0,4914.0,91.0,-627.0,-566.0,-32.0,0.0,1.0,0.0,0.0,0.0,0.0,4207.0,6721.0,103.0,5495.0,8449.0,143.0,-1288.0,-1728.0,-40.0,0.0,1.0,1.0,1.0,0.0,0.0,6037.0,9370.0,144.0,7751.0,11247.0,190.0,-1714.0,-1877.0,-46.0,0.0,2.0,1.0,1.0,0.0,0.0,7708.0,11631.0,180.0,9468.0,13757.0,224.0,-1760.0,-2126.0,-44.0,1.0,2.0,2.0,1.0,2.0,0.0
1208,Leviatan,LTA,2025,LOLTMNT02_218183,Blue,Ambessa,Ivern,Zyra,Ashe,Poppy,K'Sante,Ambessa,Maokai,Taliyah,Ezreal,Rell,0,2883.0,4531.0,71.0,3710.0,5228.0,95.0,-827.0,-697.0,-24.0,0.0,0.0,0.0,0.0,0.0,0.0,4480.0,7303.0,119.0,6298.0,8376.0,155.0,-1818.0,-1073.0,-36.0,0.0,1.0,0.0,1.0,0.0,0.0,6517.0,10365.0,177.0,8097.0,11460.0,199.0,-1580.0,-1095.0,-22.0,0.0,1.0,0.0,1.0,0.0,0.0,8406.0,13536.0,234.0,10103.0,14998.0,256.0,-1697.0,-1462.0,-22.0,0.0,1.0,0.0,1.0,0.0,0.0
1209,FlyQuest,LTA,2025,LOLTMNT02_218183,Red,Volibear,Skarner,Kalista,Vi,Viktor,Bard,Volibear,Sejuani,Mel,Varus,Rakan,1,3710.0,5228.0,95.0,2883.0,4531.0,71.0,827.0,697.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,6298.0,8376.0,155.0,4480.0,7303.0,119.0,1818.0,1073.0,36.0,1.0,0.0,0.0,0.0,1.0,0.0,8097.0,11460.0,199.0,6517.0,10365.0,177.0,1580.0,1095.0,22.0,1.0,0.0,0.0,0.0,1.0,0.0,10103.0,14998.0,256.0,8406.0,13536.0,234.0,1697.0,1462.0,22.0,1.0,0.0,0.0,0.0,1.0,0.0
1210,Hanwha Life Esports,LCK,2025,LOLTMNT02_218314,Blue,Aatrox,Lee Sin,Nautilus,Nocturne,Lulu,Jinx,Aatrox,Nidalee,Ahri,Zeri,Poppy,1,2835.0,4278.0,65.0,3203.0,4142.0,70.0,-368.0,136.0,-5.0,0.0,0.0,1.0,1.0,0.0,0.0,4376.0,6927.0,107.0,4978.0,6920.0,119.0,-602.0,7.0,-12.0,0.0,0.0,2.0,1.0,1.0,0.0,6713.0,10031.0,153.0,6582.0,9324.0,154.0,131.0,707.0,-1.0,2.0,2.0,3.0,1.0,2.0,1.0,9355.0,12805.0,180.0,7868.0,11198.0,181.0,1487.0,1607.0,-1.0,4.0,5.0,3.0,1.0,2.0,3.0
1211,Gen.G,LCK,2025,LOLTMNT02_218314,Red,Kennen,Skarner,Kalista,Caitlyn,Olaf,Anivia,Kennen,Viego,Sylas,Twitch,Pantheon,0,3203.0,4142.0,70.0,2835.0,4278.0,65.0,368.0,-136.0,5.0,1.0,0.0,0.0,0.0,0.0,1.0,4978.0,6920.0,119.0,4376.0,6927.0,107.0,602.0,-7.0,12.0,1.0,1.0,0.0,0.0,0.0,2.0,6582.0,9324.0,154.0,6713.0,10031.0,153.0,-131.0,-707.0,1.0,1.0,2.0,1.0,2.0,2.0,3.0,7868.0,11198.0,181.0,9355.0,12805.0,180.0,-1487.0,-1607.0,1.0,1.0,2.0,3.0,4.0,5.0,3.0
1212,CTBC Flying Oyster,LCP,2025,LOLTMNT02_218337,Blue,Ornn,Aurora,K'Sante,Skarner,Varus,Ashe,Ornn,Vi,Mel,Kalista,Renata Glasc,1,2995.0,4340.0,75.0,3290.0,3899.0,75.0,-295.0,441.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,4596.0,7291.0,120.0,5695.0,6605.0,120.0,-1099.0,686.0,0.0,0.0,0.0,2.0,1.0,2.0,2.0,6586.0,10060.0,165.0,7432.0,9511.0,166.0,-846.0,549.0,-1.0,0.0,2.0,2.0,1.0,2.0,3.0,8250.0,12446.0,196.0,10227.0,12053.0,215.0,-1977.0,393.0,-19.0,0.0,5.0,2.0,2.0,3.0,3.0
1213,Chiefs Esports Club,LCP,2025,LOLTMNT02_218337,Red,Rumble,Zyra,Xin Zhao,Corki,Akali,Galio,Rumble,Sejuani,Yone,Miss Fortune,Nautilus,0,3290.0,3899.0,75.0,2995.0,4340.0,75.0,295.0,-441.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,5695.0,6605.0,120.0,4596.0,7291.0,120.0,1099.0,-686.0,0.0,1.0,2.0,2.0,0.0,0.0,2.0,7432.0,9511.0,166.0,6586.0,10060.0,165.0,846.0,-549.0,1.0,1.0,2.0,3.0,0.0,2.0,2.0,10227.0,12053.0,215.0,8250.0,12446.0,196.0,1977.0,-393.0,19.0,2.0,3.0,3.0,0.0,5.0,2.0
1214,TALON,LCP,2025,LOLTMNT02_218378,Blue,Rumble,Zyra,K'Sante,Ambessa,Jhin,Poppy,Rumble,Skarner,Azir,Varus,Rell,1,3380.0,4593.0,76.0,3136.0,4624.0,80.0,244.0,-31.0,-4.0,1.0,0.0,2.0,0.0,0.0,0.0,4865.0,7195.0,115.0,5077.0,7481.0,137.0,-212.0,-286.0,-22.0,1.0,0.0,2.0,0.0,2.0,0.0,6967.0,10931.0,168.0,6835.0,10245.0,184.0,132.0,686.0,-16.0,2.0,0.0,3.0,0.0,2.0,1.0,10009.0,14555.0,217.0,9246.0,12649.0,230.0,763.0,1906.0,-13.0,4.0,0.0,3.0,0.0,2.0,2.0
1215,MGN Vikings Esports,LCP,2025,LOLTMNT02_218378,Red,Jayce,Kalista,Aurora,Nocturne,Leona,Elise,Jayce,Brand,Corki,Miss Fortune,Nautilus,0,3136.0,4624.0,80.0,3380.0,4593.0,76.0,-244.0,31.0,4.0,0.0,0.0,0.0,1.0,0.0,2.0,5077.0,7481.0,137.0,4865.0,7195.0,115.0,212.0,286.0,22.0,0.0,2.0,0.0,1.0,0.0,2.0,6835.0,10245.0,184.0,6967.0,10931.0,168.0,-132.0,-686.0,16.0,0.0,2.0,1.0,2.0,0.0,3.0,9246.0,12649.0,230.0,10009.0,14555.0,217.0,-763.0,-1906.0,13.0,0.0,2.0,2.0,4.0,0.0,3.0
1216,MGN Vikings Esports,LCP,2025,LOLTMNT02_218391,Blue,Ambessa,Kalista,Leona,Vi,Poppy,Mel,Ambessa,Nocturne,Ryze,Ashe,Annie,1,3288.0,4885.0,87.0,3698.0,4871.0,78.0,-410.0,14.0,9.0,0.0,0.0,1.0,1.0,0.0,0.0,5977.0,8306.0,129.0,4954.0,6801.0,112.0,1023.0,1505.0,17.0,2.0,3.0,1.0,1.0,0.0,2.0,7939.0,11062.0,165.0,6443.0,8875.0,143.0,1496.0,2187.0,22.0,3.0,4.0,1.0,1.0,0.0,3.0,10783.0,14277.0,213.0,7616.0,10239.0,167.0,3167.0,4038.0,46.0,4.0,6.0,1.0,1.0,0.0,5.0
1217,TALON,LCP,2025,LOLTMNT02_218391,Red,Udyr,K'Sante,Zyra,Aurora,Pyke,Orianna,Udyr,Xin Zhao,Taliyah,Kai'Sa,Elise,0,3698.0,4871.0,78.0,3288.0,4885.0,87.0,410.0,-14.0,-9.0,1.0,0.0,0.0,0.0,0.0,1.0,4954.0,6801.0,112.0,5977.0,8306.0,129.0,-1023.0,-1505.0,-17.0,1.0,0.0,2.0,2.0,3.0,1.0,6443.0,8875.0,143.0,7939.0,11062.0,165.0,-1496.0,-2187.0,-22.0,1.0,0.0,3.0,3.0,4.0,1.0,7616.0,10239.0,167.0,10783.0,14277.0,213.0,-3167.0,-4038.0,-46.0,1.0,0.0,5.0,4.0,6.0,1.0
1218,Kiedyś Miałem Fun,RL,2025,LOLTMNT02_218405,Blue,K'Sante,Ivern,Rumble,Skarner,Nocturne,Zyra,K'Sante,Trundle,Aurora,Twitch,Poppy,1,4746.0,4636.0,82.0,3504.0,4921.0,90.0,1242.0,-285.0,-8.0,3.0,1.0,0.0,0.0,1.0,0.0,6459.0,7604.0,138.0,5684.0,8052.0,152.0,775.0,-448.0,-14.0,3.0,1.0,0.0,0.0,1.0,0.0,9113.0,10079.0,160.0,9660.0,11565.0,212.0,-547.0,-1486.0,-52.0,4.0,6.0,1.0,3.0,1.0,1.0,10944.0,12875.0,192.0,12227.0,14236.0,265.0,-1283.0,-1361.0,-73.0,5.0,8.0,1.0,3.0,1.0,2.0
1219,Back2TheGame,RL,2025,LOLTMNT02_218405,Red,Gnar,Varus,Ambessa,Mel,Miss Fortune,Kalista,Gnar,Pantheon,Vladimir,Jinx,Leona,0,3504.0,4921.0,90.0,4746.0,4636.0,82.0,-1242.0,285.0,8.0,0.0,1.0,0.0,3.0,1.0,0.0,5684.0,8052.0,152.0,6459.0,7604.0,138.0,-775.0,448.0,14.0,0.0,1.0,0.0,3.0,1.0,0.0,9660.0,11565.0,212.0,9113.0,10079.0,160.0,547.0,1486.0,52.0,3.0,1.0,1.0,4.0,6.0,1.0,12227.0,14236.0,265.0,10944.0,12875.0,192.0,1283.0,1361.0,73.0,3.0,1.0,2.0,5.0,8.0,1.0
1220,TALON,LCP,2025,LOLTMNT02_218414,Blue,Gragas,Zyra,Wukong,Viktor,Galio,Orianna,Gragas,Pantheon,Aurora,Jinx,Poppy,1,2816.0,3956.0,68.0,3215.0,4558.0,75.0,-399.0,-602.0,-7.0,0.0,0.0,1.0,0.0,2.0,0.0,4064.0,6378.0,104.0,5131.0,7420.0,124.0,-1067.0,-1042.0,-20.0,0.0,0.0,1.0,0.0,3.0,0.0,5452.0,8042.0,129.0,6641.0,9858.0,159.0,-1189.0,-1816.0,-30.0,0.0,1.0,1.0,0.0,3.0,0.0,7145.0,10063.0,151.0,7882.0,11287.0,176.0,-737.0,-1224.0,-25.0,1.0,3.0,1.0,0.0,3.0,1.0
1221,MGN Vikings Esports,LCP,2025,LOLTMNT02_218414,Red,Maokai,Kalista,K'Sante,Vi,Lulu,Jhin,Maokai,Lee Sin,Karma,Ezreal,Leona,0,3215.0,4558.0,75.0,2816.0,3956.0,68.0,399.0,602.0,7.0,0.0,2.0,0.0,0.0,0.0,1.0,5131.0,7420.0,124.0,4064.0,6378.0,104.0,1067.0,1042.0,20.0,0.0,3.0,0.0,0.0,0.0,1.0,6641.0,9858.0,159.0,5452.0,8042.0,129.0,1189.0,1816.0,30.0,0.0,3.0,0.0,0.0,1.0,1.0,7882.0,11287.0,176.0,7145.0,10063.0,151.0,737.0,1224.0,25.0,0.0,3.0,1.0,1.0,3.0,1.0
1222,LOUD,LTA,2025,LOLTMNT02_218535,Blue,Jax,Yone,Jayce,Kalista,Ashe,Ziggs,Jax,Sejuani,Ahri,Kai'Sa,Nautilus,0,3378.0,4648.0,90.0,3236.0,4706.0,86.0,142.0,-58.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,5318.0,7113.0,140.0,5002.0,7526.0,137.0,316.0,-413.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,6836.0,9163.0,175.0,6924.0,9884.0,179.0,-88.0,-721.0,-4.0,0.0,0.0,2.0,0.0,1.0,0.0,9555.0,12514.0,229.0,8865.0,12814.0,227.0,690.0,-300.0,2.0,1.0,1.0,3.0,0.0,5.0,1.0
1223,Cloud9,LTA,2025,LOLTMNT02_218535,Red,Ambessa,Varus,Mel,Azir,Pantheon,Renekton,Ambessa,Vi,Taliyah,Xayah,Poppy,1,3236.0,4706.0,86.0,3378.0,4648.0,90.0,-142.0,58.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,5002.0,7526.0,137.0,5318.0,7113.0,140.0,-316.0,413.0,-3.0,0.0,0.0,0.0,0.0,0.0,1.0,6924.0,9884.0,179.0,6836.0,9163.0,175.0,88.0,721.0,4.0,0.0,1.0,0.0,0.0,0.0,2.0,8865.0,12814.0,227.0,9555.0,12514.0,229.0,-690.0,300.0,-2.0,0.0,5.0,1.0,1.0,1.0,3.0
1224,Isurus Estral,LTA,2025,LOLTMNT02_218541,Blue,Ambessa,K'Sante,Taliyah,Draven,Karma,Braum,Ambessa,Sejuani,Azir,Varus,Elise,0,2527.0,3739.0,45.0,2955.0,4513.0,66.0,-428.0,-774.0,-21.0,0.0,0.0,0.0,0.0,0.0,0.0,4007.0,6229.0,78.0,4813.0,7106.0,105.0,-806.0,-877.0,-27.0,0.0,2.0,0.0,0.0,1.0,1.0,6157.0,9265.0,117.0,6297.0,9545.0,135.0,-140.0,-280.0,-18.0,0.0,3.0,0.0,0.0,2.0,2.0,7986.0,12038.0,157.0,7633.0,11354.0,163.0,353.0,684.0,-6.0,1.0,3.0,0.0,0.0,2.0,2.0
1225,Team Liquid,LTA,2025,LOLTMNT02_218541,Red,Rumble,Skarner,Jayce,Kalista,Sylas,Poppy,Rumble,Xin Zhao,Ziggs,Ezreal,Pantheon,1,2955.0,4513.0,66.0,2527.0,3739.0,45.0,428.0,774.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,4813.0,7106.0,105.0,4007.0,6229.0,78.0,806.0,877.0,27.0,0.0,1.0,1.0,0.0,2.0,0.0,6297.0,9545.0,135.0,6157.0,9265.0,117.0,140.0,280.0,18.0,0.0,2.0,2.0,0.0,3.0,0.0,7633.0,11354.0,163.0,7986.0,12038.0,157.0,-353.0,-684.0,6.0,0.0,2.0,2.0,1.0,3.0,0.0
1226,Isurus Estral,LTA,2025,LOLTMNT02_218561,Blue,Gangplank,Draven,Corki,Jayce,Wukong,Renekton,Gangplank,Vi,Aurora,Ashe,Braum,1,3028.0,3788.0,52.0,2943.0,4526.0,63.0,85.0,-738.0,-11.0,1.0,0.0,2.0,0.0,0.0,0.0,5135.0,5306.0,81.0,5123.0,6174.0,81.0,12.0,-868.0,0.0,2.0,0.0,5.0,1.0,1.0,1.0,7484.0,8363.0,127.0,6574.0,8333.0,103.0,910.0,30.0,24.0,2.0,2.0,5.0,2.0,2.0,3.0,10036.0,11539.0,191.0,8412.0,11465.0,157.0,1624.0,74.0,34.0,2.0,2.0,5.0,2.0,2.0,3.0
1227,Team Liquid,LTA,2025,LOLTMNT02_218561,Red,Jax,Skarner,Kalista,K'Sante,Viktor,Gragas,Jax,Poppy,Taliyah,Kai'Sa,Rakan,0,2943.0,4526.0,63.0,3028.0,3788.0,52.0,-85.0,738.0,11.0,0.0,0.0,0.0,1.0,0.0,2.0,5123.0,6174.0,81.0,5135.0,5306.0,81.0,-12.0,868.0,0.0,1.0,1.0,1.0,2.0,0.0,5.0,6574.0,8333.0,103.0,7484.0,8363.0,127.0,-910.0,-30.0,-24.0,2.0,2.0,3.0,2.0,2.0,5.0,8412.0,11465.0,157.0,10036.0,11539.0,191.0,-1624.0,-74.0,-34.0,2.0,2.0,3.0,2.0,2.0,5.0
1228,Team Liquid,LTA,2025,LOLTMNT02_218569,Blue,Shen,Caitlyn,Jayce,Sylas,Leona,Alistar,Shen,Skarner,Cassiopeia,Xayah,Rell,1,3105.0,4710.0,77.0,3327.0,4795.0,88.0,-222.0,-85.0,-11.0,0.0,0.0,0.0,0.0,0.0,0.0,4750.0,7441.0,125.0,4908.0,6897.0,119.0,-158.0,544.0,6.0,0.0,0.0,0.0,1.0,0.0,2.0,6415.0,9879.0,167.0,6815.0,9181.0,154.0,-400.0,698.0,13.0,0.0,0.0,1.0,1.0,1.0,2.0,8145.0,13312.0,210.0,8432.0,11427.0,187.0,-287.0,1885.0,23.0,0.0,1.0,1.0,1.0,2.0,3.0
1229,Isurus Estral,LTA,2025,LOLTMNT02_218569,Red,Camille,Kalista,K'Sante,Corki,Renekton,Miss Fortune,Camille,Ivern,Yone,Jhin,Nautilus,0,3327.0,4795.0,88.0,3105.0,4710.0,77.0,222.0,85.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,4908.0,6897.0,119.0,4750.0,7441.0,125.0,158.0,-544.0,-6.0,1.0,0.0,2.0,0.0,0.0,0.0,6815.0,9181.0,154.0,6415.0,9879.0,167.0,400.0,-698.0,-13.0,1.0,1.0,2.0,0.0,0.0,1.0,8432.0,11427.0,187.0,8145.0,13312.0,210.0,287.0,-1885.0,-23.0,1.0,2.0,3.0,0.0,1.0,1.0
1230,BNK FEARX Youth,LCKC,2025,LOLTMNT02_218622,Blue,Jax,Poppy,Galio,Zyra,Udyr,Renekton,Jax,Sejuani,Viktor,Jhin,Elise,1,3669.0,4218.0,73.0,2779.0,4679.0,69.0,890.0,-461.0,4.0,1.0,3.0,0.0,0.0,0.0,1.0,5064.0,5804.0,99.0,4260.0,6801.0,101.0,804.0,-997.0,-2.0,1.0,6.0,1.0,0.0,1.0,2.0,7079.0,8985.0,143.0,7410.0,9598.0,149.0,-331.0,-613.0,-6.0,2.0,7.0,1.0,2.0,1.0,3.0,9703.0,11802.0,181.0,8890.0,11540.0,188.0,813.0,262.0,-7.0,5.0,8.0,1.0,2.0,1.0,4.0
1231,DN Freecs Challengers,LCKC,2025,LOLTMNT02_218622,Red,Sion,Skarner,Kalista,Jayce,Pyke,Braum,Sion,Nidalee,Azir,Varus,Rell,0,2779.0,4679.0,69.0,3669.0,4218.0,73.0,-890.0,461.0,-4.0,0.0,0.0,1.0,1.0,3.0,0.0,4260.0,6801.0,101.0,5064.0,5804.0,99.0,-804.0,997.0,2.0,0.0,1.0,2.0,1.0,6.0,1.0,7410.0,9598.0,149.0,7079.0,8985.0,143.0,331.0,613.0,6.0,2.0,1.0,3.0,2.0,7.0,1.0,8890.0,11540.0,188.0,9703.0,11802.0,181.0,-813.0,-262.0,7.0,2.0,1.0,4.0,5.0,8.0,1.0
1232,BNK FEARX Youth,LCKC,2025,LOLTMNT02_218656,Blue,Renekton,Zyra,Nocturne,Ziggs,Renata Glasc,Orianna,Renekton,Skarner,Taliyah,Jinx,Lulu,1,3456.0,4736.0,75.0,3646.0,4287.0,72.0,-190.0,449.0,3.0,1.0,0.0,0.0,2.0,0.0,1.0,5047.0,7195.0,123.0,5377.0,6747.0,122.0,-330.0,448.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,6678.0,9372.0,150.0,7905.0,10036.0,163.0,-1227.0,-664.0,-13.0,1.0,3.0,2.0,4.0,2.0,2.0,8346.0,11787.0,193.0,11798.0,13941.0,228.0,-3452.0,-2154.0,-35.0,1.0,3.0,3.0,6.0,3.0,2.0
1233,DN Freecs Challengers,LCKC,2025,LOLTMNT02_218656,Red,Olaf,Jayce,Lee Sin,Neeko,Caitlyn,Poppy,Olaf,Ivern,Cassiopeia,Kalista,Blitzcrank,0,3646.0,4287.0,72.0,3456.0,4736.0,75.0,190.0,-449.0,-3.0,2.0,0.0,1.0,1.0,0.0,0.0,5377.0,6747.0,122.0,5047.0,7195.0,123.0,330.0,-448.0,-1.0,2.0,1.0,1.0,1.0,0.0,0.0,7905.0,10036.0,163.0,6678.0,9372.0,150.0,1227.0,664.0,13.0,4.0,2.0,2.0,1.0,3.0,2.0,11798.0,13941.0,228.0,8346.0,11787.0,193.0,3452.0,2154.0,35.0,6.0,3.0,2.0,1.0,3.0,3.0
1234,Frank Esports,PCS,2025,LOLTMNT02_218658,Blue,Ambessa,Galio,Poppy,Rumble,Elise,Karma,Ambessa,Wukong,Aurora,Kalista,Renata Glasc,1,3078.0,4560.0,72.0,3138.0,4429.0,78.0,-60.0,131.0,-6.0,0.0,1.0,0.0,0.0,0.0,1.0,4855.0,7385.0,128.0,5068.0,7399.0,132.0,-213.0,-14.0,-4.0,0.0,1.0,0.0,0.0,0.0,1.0,6451.0,9556.0,150.0,6921.0,10164.0,159.0,-470.0,-608.0,-9.0,1.0,1.0,1.0,0.0,2.0,2.0,8195.0,11348.0,164.0,9308.0,14271.0,226.0,-1113.0,-2923.0,-62.0,3.0,2.0,1.0,0.0,3.0,2.0
1235,Ground Zero Gaming,PCS,2025,LOLTMNT02_218658,Red,Jayce,Skarner,K'Sante,Zyra,Irelia,Xin Zhao,Jayce,Vi,Lux,Ashe,Braum,0,3138.0,4429.0,78.0,3078.0,4560.0,72.0,60.0,-131.0,6.0,0.0,0.0,1.0,0.0,1.0,0.0,5068.0,7399.0,132.0,4855.0,7385.0,128.0,213.0,14.0,4.0,0.0,0.0,1.0,0.0,1.0,0.0,6921.0,10164.0,159.0,6451.0,9556.0,150.0,470.0,608.0,9.0,0.0,2.0,2.0,1.0,1.0,1.0,9308.0,14271.0,226.0,8195.0,11348.0,164.0,1113.0,2923.0,62.0,0.0,3.0,2.0,3.0,2.0,1.0
1236,Ground Zero Gaming,PCS,2025,LOLTMNT02_218664,Blue,K'Sante,Nocturne,Zyra,Skarner,Sejuani,Azir,K'Sante,Pantheon,Sylas,Corki,Nautilus,0,3263.0,4989.0,83.0,3026.0,4860.0,71.0,237.0,129.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,4945.0,7720.0,136.0,4786.0,7790.0,117.0,159.0,-70.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,6499.0,10003.0,175.0,8147.0,11046.0,169.0,-1648.0,-1043.0,6.0,0.0,0.0,2.0,1.0,1.0,0.0,7670.0,11667.0,200.0,11449.0,13731.0,193.0,-3779.0,-2064.0,7.0,0.0,1.0,4.0,6.0,2.0,0.0
1237,Frank Esports,PCS,2025,LOLTMNT02_218664,Red,Jax,Galio,Poppy,Rumble,Elise,Ryze,Jax,Maokai,Hwei,Miss Fortune,Rell,1,3026.0,4860.0,71.0,3263.0,4989.0,83.0,-237.0,-129.0,-12.0,0.0,0.0,0.0,0.0,0.0,0.0,4786.0,7790.0,117.0,4945.0,7720.0,136.0,-159.0,70.0,-19.0,0.0,0.0,0.0,0.0,0.0,0.0,8147.0,11046.0,169.0,6499.0,10003.0,175.0,1648.0,1043.0,-6.0,1.0,1.0,0.0,0.0,0.0,2.0,11449.0,13731.0,193.0,7670.0,11667.0,200.0,3779.0,2064.0,-7.0,6.0,2.0,0.0,0.0,1.0,4.0
1238,Deep Cross Gaming,PCS,2025,LOLTMNT02_218691,Blue,Rumble,Galio,Ambessa,Varus,Braum,Seraphine,Rumble,Nocturne,Vex,Kalista,Neeko,1,2980.0,3685.0,53.0,3024.0,3887.0,63.0,-44.0,-202.0,-10.0,0.0,2.0,1.0,0.0,0.0,0.0,4833.0,6288.0,100.0,5025.0,6510.0,124.0,-192.0,-222.0,-24.0,0.0,2.0,1.0,0.0,0.0,0.0,6672.0,8879.0,135.0,7101.0,9017.0,153.0,-429.0,-138.0,-18.0,1.0,3.0,2.0,1.0,0.0,0.0,,,,,,,,,,,,,,,
1239,Hungkuang Falcon (弘光獵鷹),PCS,2025,LOLTMNT02_218691,Red,Jayce,K'Sante,Skarner,Mel,Orianna,Renata Glasc,Jayce,Xin Zhao,Aurora,Ashe,Sejuani,0,3024.0,3887.0,63.0,2980.0,3685.0,53.0,44.0,202.0,10.0,0.0,0.0,0.0,0.0,2.0,1.0,5025.0,6510.0,124.0,4833.0,6288.0,100.0,192.0,222.0,24.0,0.0,0.0,0.0,0.0,2.0,1.0,7101.0,9017.0,153.0,6672.0,8879.0,135.0,429.0,138.0,18.0,1.0,0.0,0.0,1.0,3.0,2.0,,,,,,,,,,,,,,,
1240,Hungkuang Falcon (弘光獵鷹),PCS,2025,LOLTMNT02_218711,Blue,K'Sante,Zyra,Varus,Skarner,Taliyah,Ahri,K'Sante,Viego,Hwei,Tristana,Nautilus,0,3232.0,4725.0,83.0,3322.0,5075.0,88.0,-90.0,-350.0,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,4897.0,7236.0,130.0,5658.0,7930.0,136.0,-761.0,-694.0,-6.0,0.0,0.0,0.0,1.0,0.0,0.0,6143.0,9081.0,157.0,7720.0,10350.0,174.0,-1577.0,-1269.0,-17.0,0.0,0.0,0.0,2.0,1.0,0.0,7834.0,9903.0,161.0,10471.0,13971.0,217.0,-2637.0,-4068.0,-56.0,1.0,0.0,3.0,4.0,4.0,1.0
1241,Deep Cross Gaming,PCS,2025,LOLTMNT02_218711,Red,Ambessa,,Corki,Galio,Braum,Poppy,Ambessa,Vi,Orianna,Kai'Sa,Rell,1,3322.0,5075.0,88.0,3232.0,4725.0,83.0,90.0,350.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5658.0,7930.0,136.0,4897.0,7236.0,130.0,761.0,694.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,7720.0,10350.0,174.0,6143.0,9081.0,157.0,1577.0,1269.0,17.0,2.0,1.0,0.0,0.0,0.0,0.0,10471.0,13971.0,217.0,7834.0,9903.0,161.0,2637.0,4068.0,56.0,4.0,4.0,1.0,1.0,0.0,3.0
1242,West Point Esports,PCS,2025,LOLTMNT02_218728,Blue,K'Sante,Azir,Viego,Mel,Rakan,Kai'Sa,K'Sante,Vi,Jayce,Ziggs,Alistar,1,3938.0,4803.0,88.0,3282.0,4550.0,88.0,656.0,253.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,6431.0,8174.0,138.0,4699.0,6861.0,127.0,1732.0,1313.0,11.0,3.0,2.0,0.0,0.0,0.0,2.0,8767.0,11163.0,181.0,6294.0,9592.0,172.0,2473.0,1571.0,9.0,3.0,5.0,0.0,0.0,0.0,2.0,10721.0,13887.0,207.0,7625.0,11476.0,200.0,3096.0,2411.0,7.0,5.0,9.0,0.0,0.0,3.0,3.0
1243,HELL PIGS,PCS,2025,LOLTMNT02_218728,Red,Rumble,Pantheon,Neeko,Aurora,Galio,Bard,Rumble,Nocturne,Orianna,Ezreal,Poppy,0,3282.0,4550.0,88.0,3938.0,4803.0,88.0,-656.0,-253.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,4699.0,6861.0,127.0,6431.0,8174.0,138.0,-1732.0,-1313.0,-11.0,0.0,0.0,2.0,3.0,2.0,0.0,6294.0,9592.0,172.0,8767.0,11163.0,181.0,-2473.0,-1571.0,-9.0,0.0,0.0,2.0,3.0,5.0,0.0,7625.0,11476.0,200.0,10721.0,13887.0,207.0,-3096.0,-2411.0,-7.0,0.0,3.0,3.0,5.0,9.0,0.0
